     1  1.0000e-03 -2.1029e+00  6.0325e-03 -1.3620e-01
     2  2.0000e-03 -2.1062e+00 -1.7559e-03 -1.4061e-01
     3  3.0000e-03 -2.1058e+00 -6.3725e-04 -1.3998e-01
     4  4.0000e-03 -2.1056e+00 -6.5873e-04 -1.4017e-01
     5  5.0000e-03 -2.1055e+00 -7.4327e-04 -1.4035e-01
     6  6.0000e-03 -2.1055e+00 -9.3065e-04 -1.4057e-01
     7  7.0000e-03 -2.1054e+00 -1.0830e-03 -1.4075e-01
     8  8.0000e-03 -2.1054e+00 -1.0334e-03 -1.4077e-01
     9  9.0000e-03 -2.1053e+00 -1.0643e-03 -1.4084e-01
    10  1.0000e-02 -1.9849e+00  2.7194e-01  1.1755e-02
    11  1.1000e-02 -1.9929e+00  2.3872e-01 -1.3451e-02
    12  1.2000e-02 -1.9728e+00  2.8171e-01  9.3974e-03
    13  1.3000e-02 -1.9506e+00  3.2792e-01  3.3382e-02
    14  1.4000e-02 -1.9489e+00  3.2532e-01  2.9109e-02
    15  1.5000e-02 -1.9491e+00  3.2153e-01  2.5509e-02
    16  1.6000e-02 -1.9436e+00  3.3069e-01  2.9188e-02
    17  1.7000e-02 -1.9406e+00  3.3567e-01  3.1132e-02
    18  1.8000e-02 -1.9494e+00  3.1757e-01  2.1901e-02
    19  1.9000e-02 -1.9564e+00  3.0765e-01  1.8961e-02
    20  2.0000e-02 -1.9550e+00  3.0938e-01  1.9271e-02
    21  2.1000e-02 -1.9120e+00  3.9468e-01  6.1541e-02
    22  2.2000e-02 -1.9182e+00  3.7633e-01  4.9476e-02
    23  2.3000e-02 -1.9169e+00  3.7652e-01  4.8373e-02
    24  2.4000e-02 -1.9106e+00  3.8551e-01  5.1006e-02
    25  2.5000e-02 -1.9043e+00  3.9467e-01  5.3894e-02
    26  2.6000e-02 -1.9206e+00  3.6621e-01  4.1726e-02
    27  2.7000e-02 -1.9310e+00  3.4896e-01  3.4902e-02
    28  2.8000e-02 -1.9304e+00  3.5243e-01  3.7715e-02
    29  2.9000e-02 -1.9214e+00  3.6569e-01  4.2017e-02
    30  3.0000e-02 -1.9125e+00  3.8195e-01  4.9402e-02
    31  3.1000e-02 -1.9165e+00  3.7387e-01  4.5237e-02
    32  3.2000e-02 -1.9060e+00  3.9266e-01  5.3546e-02
    33  3.3000e-02 -1.9039e+00  3.9607e-01  5.4900e-02
    34  3.4000e-02 -1.9128e+00  3.7656e-01  4.4291e-02
    35  3.5000e-02 -1.9173e+00  3.6684e-01  3.8998e-02
    36  3.6000e-02 -1.9214e+00  3.5879e-01  3.5133e-02
    37  3.7000e-02 -1.9174e+00  3.6426e-01  3.6598e-02
    38  3.8000e-02 -1.9235e+00  3.5137e-01  2.9789e-02
    39  3.9000e-02 -1.9232e+00  3.5189e-01  2.9983e-02
    40  4.0000e-02 -1.9204e+00  3.5597e-01  3.1234e-02
    41  4.1000e-02 -1.9125e+00  3.7047e-01  3.7896e-02
    42  4.2000e-02 -1.9107e+00  3.7314e-01  3.8795e-02
    43  4.3000e-02 -1.9056e+00  3.8294e-01  4.3398e-02
    44  4.4000e-02 -1.9150e+00  3.6315e-01  3.3039e-02
    45  4.5000e-02 -1.9185e+00  3.5613e-01  2.9554e-02
    46  4.6000e-02 -1.9187e+00  3.5739e-01  3.0986e-02
    47  4.7000e-02 -1.9097e+00  3.7126e-01  3.5844e-02
    48  4.8000e-02 -1.9083e+00  3.7209e-01  3.5331e-02
    49  4.9000e-02 -1.9149e+00  3.5792e-01  2.7713e-02
    50  5.0000e-02 -1.9104e+00  3.6634e-01  3.1634e-02
    51  5.1000e-02 -1.9092e+00  3.6690e-01  3.0968e-02
    52  5.2000e-02 -1.9059e+00  3.7275e-01  3.3594e-02
    53  5.3000e-02 -1.9035e+00  3.7629e-01  3.4694e-02
    54  5.4000e-02 -1.9126e+00  3.5755e-01  2.5084e-02
    55  5.5000e-02 -1.9200e+00  3.4110e-01  1.6048e-02
    56  5.6000e-02 -1.9183e+00  3.4403e-01  1.7287e-02
    57  5.7000e-02 -1.9137e+00  3.5190e-01  2.0477e-02
    58  5.8000e-02 -1.9123e+00  3.5361e-01  2.0834e-02
    59  5.9000e-02 -1.9119e+00  3.5303e-01  1.9858e-02
    60  6.0000e-02 -1.9098e+00  3.5635e-01  2.1056e-02
    61  6.1000e-02 -1.9074e+00  3.5998e-01  2.2250e-02
    62  6.2000e-02 -1.9071e+00  3.5931e-01  2.1353e-02
    63  6.3000e-02 -1.9057e+00  3.6116e-01  2.1722e-02
    64  6.4000e-02 -1.9070e+00  3.5786e-01  1.9747e-02
    65  6.5000e-02 -1.9007e+00  3.6836e-01  2.3979e-02
    66  6.6000e-02 -1.8953e+00  3.7902e-01  2.9275e-02
    67  6.7000e-02 -1.8996e+00  3.6880e-01  2.3321e-02
    68  6.8000e-02 -1.9003e+00  3.6556e-01  2.0748e-02
    69  6.9000e-02 -1.9004e+00  3.6455e-01  1.9808e-02
    70  7.0000e-02 -1.8983e+00  3.6779e-01  2.1039e-02
    71  7.1000e-02 -1.8968e+00  3.6841e-01  2.0134e-02
    72  7.2000e-02 -1.8968e+00  3.6752e-01  1.9190e-02
    73  7.3000e-02 -1.8967e+00  3.6705e-01  1.8651e-02
    74  7.4000e-02 -1.8957e+00  3.6780e-01  1.8416e-02
    75  7.5000e-02 -1.8956e+00  3.6610e-01  1.6578e-02
    76  7.6000e-02 -1.9011e+00  3.5322e-01  9.2420e-03
    77  7.7000e-02 -1.8989e+00  3.5502e-01  8.8622e-03
    78  7.8000e-02 -1.8964e+00  3.5901e-01  1.0323e-02
    79  7.9000e-02 -1.9022e+00  3.4950e-01  6.6366e-03
    80  8.0000e-02 -1.8982e+00  3.5392e-01  7.0443e-03
    81  8.1000e-02 -1.8973e+00  3.5474e-01  6.9048e-03
    82  8.2000e-02 -1.8944e+00  3.5902e-01  8.3089e-03
    83  8.3000e-02 -1.8933e+00  3.6046e-01  8.6807e-03
    84  8.4000e-02 -1.8923e+00  3.6163e-01  8.8608e-03
    85  8.5000e-02 -1.8957e+00  3.5367e-01  4.3244e-03
    86  8.6000e-02 -1.9009e+00  3.4307e-01 -1.0915e-03
    87  8.7000e-02 -1.9003e+00  3.4262e-01 -2.1440e-03
    88  8.8000e-02 -1.9030e+00  3.3704e-01 -5.0983e-03
    89  8.9000e-02 -1.9034e+00  3.3532e-01 -6.4134e-03
    90  9.0000e-02 -1.9022e+00  3.3652e-01 -6.3420e-03
    91  9.1000e-02 -1.9004e+00  3.3925e-01 -5.4671e-03
    92  9.2000e-02 -1.8979e+00  3.4288e-01 -4.3052e-03
    93  9.3000e-02 -1.8939e+00  3.4868e-01 -2.4720e-03
    94  9.4000e-02 -1.8897e+00  3.5508e-01 -3.1281e-04
    95  9.5000e-02 -1.8857e+00  3.6091e-01  1.4800e-03
    96  9.6000e-02 -1.8849e+00  3.6102e-01  8.2022e-04
    97  9.7000e-02 -1.8827e+00  3.6370e-01  1.2825e-03
    98  9.8000e-02 -1.8813e+00  3.6409e-01  3.3380e-04
    99  9.9000e-02 -1.8857e+00  3.5453e-01 -4.8523e-03
   100  1.0000e-01 -1.8851e+00  3.5445e-01 -5.5447e-03
   101  1.0100e-01 -1.8871e+00  3.4897e-01 -9.0325e-03
   102  1.0200e-01 -1.8871e+00  3.4759e-01 -1.0392e-02
   103  1.0300e-01 -1.8863e+00  3.4738e-01 -1.1408e-02
   104  1.0400e-01 -1.8837e+00  3.5031e-01 -1.1107e-02
   105  1.0500e-01 -1.8802e+00  3.5515e-01 -9.7948e-03
   106  1.0600e-01 -1.8760e+00  3.6087e-01 -8.1886e-03
   107  1.0700e-01 -1.8760e+00  3.5956e-01 -9.5419e-03
   108  1.0800e-01 -1.8750e+00  3.5947e-01 -1.0590e-02
   109  1.0900e-01 -1.8723e+00  3.6235e-01 -1.0476e-02
   110  1.1000e-01 -1.8725e+00  3.6020e-01 -1.2368e-02
   111  1.1100e-01 -1.8749e+00  3.5392e-01 -1.6285e-02
   112  1.1200e-01 -1.8754e+00  3.5126e-01 -1.8451e-02
   113  1.1300e-01 -1.8759e+00  3.4849e-01 -2.0736e-02
   114  1.1400e-01 -1.8764e+00  3.4575e-01 -2.2970e-02
   115  1.1500e-01 -1.8763e+00  3.4453e-01 -2.4307e-02
   116  1.1600e-01 -1.8754e+00  3.4410e-01 -2.5628e-02
   117  1.1700e-01 -1.8740e+00  3.4479e-01 -2.6348e-02
   118  1.1800e-01 -1.8716e+00  3.4725e-01 -2.6260e-02
   119  1.1900e-01 -1.8690e+00  3.5014e-01 -2.5933e-02
   120  1.2000e-01 -1.8664e+00  3.5330e-01 -2.5429e-02
   121  1.2100e-01 -1.8636e+00  3.5638e-01 -2.5067e-02
   122  1.2200e-01 -1.8604e+00  3.6077e-01 -2.3922e-02
   123  1.2300e-01 -1.8600e+00  3.5935e-01 -2.5774e-02
   124  1.2400e-01 -1.8596e+00  3.5783e-01 -2.7631e-02
   125  1.2500e-01 -1.8583e+00  3.5827e-01 -2.8544e-02
   126  1.2600e-01 -1.8591e+00  3.5439e-01 -3.1560e-02
   127  1.2700e-01 -1.8593e+00  3.5215e-01 -3.3675e-02
   128  1.2800e-01 -1.8576e+00  3.5297e-01 -3.4479e-02
   129  1.2900e-01 -1.8565e+00  3.5286e-01 -3.5758e-02
   130  1.3000e-01 -1.8547e+00  3.5409e-01 -3.6331e-02
   131  1.3100e-01 -1.8522e+00  3.5622e-01 -3.6680e-02
   132  1.3200e-01 -1.8506e+00  3.5653e-01 -3.7955e-02
   133  1.3300e-01 -1.8487e+00  3.5740e-01 -3.8998e-02
   134  1.3400e-01 -1.8472e+00  3.5751e-01 -4.0391e-02
   135  1.3500e-01 -1.8459e+00  3.5696e-01 -4.2191e-02
   136  1.3600e-01 -1.8453e+00  3.5566e-01 -4.4128e-02
   137  1.3700e-01 -1.8445e+00  3.5495e-01 -4.5662e-02
   138  1.3800e-01 -1.8431e+00  3.5474e-01 -4.7234e-02
   139  1.3900e-01 -1.8435e+00  3.5111e-01 -5.0464e-02
   140  1.4000e-01 -1.8421e+00  3.5088e-01 -5.2110e-02
   141  1.4100e-01 -1.8414e+00  3.4951e-01 -5.4139e-02
   142  1.4200e-01 -1.8402e+00  3.4915e-01 -5.5767e-02
   143  1.4300e-01 -1.8367e+00  3.5245e-01 -5.5936e-02
   144  1.4400e-01 -1.8337e+00  3.5474e-01 -5.6674e-02
   145  1.4500e-01 -1.8309e+00  3.5653e-01 -5.7641e-02
   146  1.4600e-01 -1.8284e+00  3.5768e-01 -5.9041e-02
   147  1.4700e-01 -1.8261e+00  3.5830e-01 -6.0707e-02
   148  1.4800e-01 -1.8236e+00  3.5912e-01 -6.2348e-02
   149  1.4900e-01 -1.8218e+00  3.5840e-01 -6.4869e-02
   150  1.5000e-01 -1.8188e+00  3.6032e-01 -6.5962e-02
   151  1.5100e-01 -1.8179e+00  3.5761e-01 -6.9536e-02
   152  1.5200e-01 -1.8161e+00  3.5705e-01 -7.1979e-02
   153  1.5300e-01 -1.8139e+00  3.5653e-01 -7.4717e-02
   154  1.5400e-01 -1.8114e+00  3.5649e-01 -7.7232e-02
   155  1.5500e-01 -1.8090e+00  3.5594e-01 -8.0119e-02
   156  1.5600e-01 -1.8065e+00  3.5575e-01 -8.2885e-02
   157  1.5700e-01 -1.8038e+00  3.5560e-01 -8.5658e-02
   158  1.5800e-01 -1.8013e+00  3.5487e-01 -8.8883e-02
   159  1.5900e-01 -1.7985e+00  3.5476e-01 -9.1871e-02
   160  1.6000e-01 -1.7953e+00  3.5523e-01 -9.4585e-02
   161  1.6100e-01 -1.7922e+00  3.5555e-01 -9.7380e-02
   162  1.6200e-01 -1.7887e+00  3.5655e-01 -9.9896e-02
   163  1.6300e-01 -1.7847e+00  3.5822e-01 -1.0215e-01
   164  1.6400e-01 -1.7818e+00  3.5779e-01 -1.0547e-01
   165  1.6500e-01 -1.7781e+00  3.5890e-01 -1.0811e-01
   166  1.6600e-01 -1.7744e+00  3.5969e-01 -1.1099e-01
   167  1.6700e-01 -1.7709e+00  3.5987e-01 -1.1428e-01
   168  1.6800e-01 -1.7676e+00  3.5976e-01 -1.1772e-01
   169  1.6900e-01 -1.7634e+00  3.6110e-01 -1.2058e-01
   170  1.7000e-01 -1.7606e+00  3.5985e-01 -1.2465e-01
   171  1.7100e-01 -1.7571e+00  3.5979e-01 -1.2816e-01
   172  1.7200e-01 -1.7548e+00  3.5666e-01 -1.3368e-01
   173  1.7300e-01 -1.7513e+00  3.5584e-01 -1.3799e-01
   174  1.7400e-01 -1.7476e+00  3.5564e-01 -1.4184e-01
   175  1.7500e-01 -1.7434e+00  3.5664e-01 -1.4507e-01
   176  1.7600e-01 -1.7397e+00  3.5659e-01 -1.4885e-01
   177  1.7700e-01 -1.7350e+00  3.5823e-01 -1.5184e-01
   178  1.7800e-01 -1.7312e+00  3.5818e-01 -1.5566e-01
   179  1.7900e-01 -1.7281e+00  3.5641e-01 -1.6061e-01
   180  1.8000e-01 -1.7237e+00  3.5709e-01 -1.6434e-01
   181  1.8100e-01 -1.7188e+00  3.5881e-01 -1.6751e-01
   182  1.8200e-01 -1.7131e+00  3.6166e-01 -1.7029e-01
   183  1.8300e-01 -1.7088e+00  3.6221e-01 -1.7407e-01
   184  1.8400e-01 -1.7051e+00  3.6132e-01 -1.7865e-01
   185  1.8500e-01 -1.7006e+00  3.6205e-01 -1.8245e-01
   186  1.8600e-01 -1.6967e+00  3.6118e-01 -1.8717e-01
   187  1.8700e-01 -1.6931e+00  3.5974e-01 -1.9226e-01
   188  1.8800e-01 -1.6890e+00  3.5921e-01 -1.9692e-01
   189  1.8900e-01 -1.6850e+00  3.5869e-01 -2.0145e-01
   190  1.9000e-01 -1.6804e+00  3.5897e-01 -2.0568e-01
   191  1.9100e-01 -1.6764e+00  3.5815e-01 -2.1051e-01
   192  1.9200e-01 -1.6725e+00  3.5714e-01 -2.1545e-01
   193  1.9300e-01 -1.6681e+00  3.5699e-01 -2.2002e-01
   194  1.9400e-01 -1.6630e+00  3.5833e-01 -2.2382e-01
   195  1.9500e-01 -1.6572e+00  3.6027e-01 -2.2762e-01
   196  1.9600e-01 -1.6528e+00  3.6010e-01 -2.3223e-01
   197  1.9700e-01 -1.6482e+00  3.6023e-01 -2.3668e-01
   198  1.9800e-01 -1.6439e+00  3.5968e-01 -2.4150e-01
   199  1.9900e-01 -1.6398e+00  3.5897e-01 -2.4637e-01
   200  2.0000e-01 -1.6352e+00  3.5883e-01 -2.5102e-01
   201  2.0100e-01 -1.6307e+00  3.5897e-01 -2.5546e-01
   202  2.0200e-01 -1.6267e+00  3.5774e-01 -2.6063e-01
   203  2.0300e-01 -1.6218e+00  3.5847e-01 -2.6481e-01
   204  2.0400e-01 -1.6168e+00  3.5930e-01 -2.6897e-01
   205  2.0500e-01 -1.6121e+00  3.5937e-01 -2.7364e-01
   206  2.0600e-01 -1.6071e+00  3.5987e-01 -2.7816e-01
   207  2.0700e-01 -1.6014e+00  3.6144e-01 -2.8230e-01
   208  2.0800e-01 -1.5961e+00  3.6207e-01 -2.8689e-01
   209  2.0900e-01 -1.5910e+00  3.6288e-01 -2.9120e-01
   210  2.1000e-01 -1.5858e+00  3.6383e-01 -2.9545e-01
   211  2.1100e-01 -1.5812e+00  3.6373e-01 -3.0016e-01
   212  2.1200e-01 -1.5768e+00  3.6297e-01 -3.0534e-01
   213  2.1300e-01 -1.5715e+00  3.6412e-01 -3.0947e-01
   214  2.1400e-01 -1.5675e+00  3.6265e-01 -3.1491e-01
   215  2.1500e-01 -1.5631e+00  3.6201e-01 -3.1996e-01
   216  2.1600e-01 -1.5581e+00  3.6262e-01 -3.2436e-01
   217  2.1700e-01 -1.5538e+00  3.6145e-01 -3.2985e-01
   218  2.1800e-01 -1.5490e+00  3.6153e-01 -3.3460e-01
   219  2.1900e-01 -1.5445e+00  3.6042e-01 -3.4018e-01
   220  2.2000e-01 -1.5392e+00  3.6104e-01 -3.4483e-01
   221  2.2100e-01 -1.5340e+00  3.6193e-01 -3.4920e-01
   222  2.2200e-01 -1.5293e+00  3.6142e-01 -3.5434e-01
   223  2.2300e-01 -1.5244e+00  3.6159e-01 -3.5906e-01
   224  2.2400e-01 -1.5198e+00  3.6115e-01 -3.6417e-01
   225  2.2500e-01 -1.5151e+00  3.6101e-01 -3.6903e-01
   226  2.2600e-01 -1.5096e+00  3.6231e-01 -3.7323e-01
   227  2.2700e-01 -1.5051e+00  3.6157e-01 -3.7845e-01
   228  2.2800e-01 -1.5003e+00  3.6154e-01 -3.8322e-01
   229  2.2900e-01 -1.4952e+00  3.6189e-01 -3.8801e-01
   230  2.3000e-01 -1.4907e+00  3.6114e-01 -3.9329e-01
   231  2.3100e-01 -1.4857e+00  3.6120e-01 -3.9817e-01
   232  2.3200e-01 -1.4810e+00  3.6041e-01 -4.0363e-01
   233  2.3300e-01 -1.4754e+00  3.6187e-01 -4.0787e-01
   234  2.3400e-01 -1.4706e+00  3.6146e-01 -4.1302e-01
   235  2.3500e-01 -1.4660e+00  3.6082e-01 -4.1832e-01
   236  2.3600e-01 -1.4612e+00  3.6050e-01 -4.2337e-01
   237  2.3700e-01 -1.4559e+00  3.6164e-01 -4.2756e-01
   238  2.3800e-01 -1.4513e+00  3.6111e-01 -4.3274e-01
   239  2.3900e-01 -1.4463e+00  3.6137e-01 -4.3740e-01
   240  2.4000e-01 -1.4417e+00  3.6075e-01 -4.4263e-01
   241  2.4100e-01 -1.4369e+00  3.6057e-01 -4.4763e-01
   242  2.4200e-01 -1.4315e+00  3.6120e-01 -4.5235e-01
   243  2.4300e-01 -1.4263e+00  3.6177e-01 -4.5704e-01
   244  2.4400e-01 -1.4218e+00  3.6094e-01 -4.6237e-01
   245  2.4500e-01 -1.4170e+00  3.6046e-01 -4.6766e-01
   246  2.4600e-01 -1.4116e+00  3.6107e-01 -4.7244e-01
   247  2.4700e-01 -1.4074e+00  3.5947e-01 -4.7820e-01
   248  2.4800e-01 -1.4025e+00  3.5956e-01 -4.8298e-01
   249  2.4900e-01 -1.3972e+00  3.6036e-01 -4.8750e-01
   250  2.5000e-01 -1.3923e+00  3.6047e-01 -4.9228e-01
   251  2.5100e-01 -1.3872e+00  3.6088e-01 -4.9698e-01
   252  2.5200e-01 -1.3819e+00  3.6151e-01 -5.0166e-01
   253  2.5300e-01 -1.3769e+00  3.6164e-01 -5.0658e-01
   254  2.5400e-01 -1.3726e+00  3.6010e-01 -5.1239e-01
   255  2.5500e-01 -1.3674e+00  3.6051e-01 -5.1715e-01
   256  2.5600e-01 -1.3624e+00  3.6044e-01 -5.2221e-01
   257  2.5700e-01 -1.3580e+00  3.5942e-01 -5.2763e-01
   258  2.5800e-01 -1.3528e+00  3.6019e-01 -5.3214e-01
   259  2.5900e-01 -1.3475e+00  3.6053e-01 -5.3706e-01
   260  2.6000e-01 -1.3431e+00  3.5947e-01 -5.4253e-01
